Island,Year,Month,Day,Species,Counts,Radius,Landscape,Observer,Original_Landscape,Site
Ilha do Meio,2018,1,25,Trachylepis atlantica,4,3,treed,Mangini,Trilha Area Arborizada,TA_M_29
Ilha do Meio,2018,1,25,Trachylepis atlantica,8,3,treed,Mangini,Trilha Area Arborizada,TA_M_30
Ilha do Meio,2018,1,25,Trachylepis atlantica,3,3,bushy,Mangini,Trilha Area Arbustiva,TA_M_31
Ilha do Meio,2018,1,25,Trachylepis atlantica,1,3,bushy,Mangini,Trilha Area Arbustiva,TA_M_32
Ilha do Meio,2018,1,25,Trachylepis atlantica,4,3,bushy,Mangini,Trilha Area Arbustiva,TA_M_33
Ilha do Meio,2018,1,25,Trachylepis atlantica,3,3,bushy,Mangini,Trilha Area Arbustiva,TA_M_34
Ilha do Meio,2018,1,25,Trachylepis atlantica,4,3,bushy,Mangini,Trilha Area Arbustiva,TA_M_35
Ilha do Meio,2018,1,25,Trachylepis atlantica,2,3,bushy,Mangini,Trilha Area Arbustiva,TA_M_36
Ilha do Meio,2018,1,25,Trachylepis atlantica,0,3,bushy,Mangini,Trilha Area Arbustiva,TA_M_37
Ilha do Meio,2018,1,25,Trachylepis atlantica,0,3,bushy,Mangini,Trilha Area Arbustiva,TA_M_38
Ilha do Meio,2018,1,25,Trachylepis atlantica,0,3,bushy,Mangini,Trilha Area Arbustiva,TA_M_39
Ilha do Meio,2018,1,25,Trachylepis atlantica,2,3,bushy,Mangini,Trilha Area Arbustiva,TA_M_40
Ilha Rata,2018,4,17,Trachylepis atlantica,2,3,treed,Mangini,Da Praia de seixos e 1a Ruina,TA_R_1
Ilha Rata,2018,4,17,Trachylepis atlantica,1,3,treed,Mangini,Da Praia de seixos e 1a Ruina,TA_R_2
Ilha Rata,2018,4,17,Trachylepis atlantica,1,3,treed,Mangini,Da Praia de seixos e 1a Ruina,TA_R_3
Ilha Rata,2018,4,17,Trachylepis atlantica,0,3,open,Mangini,Da Praia de seixos e 1a Ruina,TA_R_4
Ilha Rata,2018,4,17,Trachylepis atlantica,2,3,open,Mangini,Da Praia de seixos e 1a Ruina,TA_R_5
Ilha Rata,2018,4,17,Trachylepis atlantica,3,3,semi-open,Mangini,Da Praia de seixos e 1a Ruina,TA_R_6
Ilha Rata,2018,4,17,Trachylepis atlantica,1,3,semi-open,Mangini,Da Praia de seixos e 1a Ruina,TA_R_7
Ilha Rata,2018,4,17,Trachylepis atlantica,0,3,semi-open,Mangini,Da Praia de seixos e 1a Ruina,TA_R_8
Ilha Rata,2018,4,17,Trachylepis atlantica,4,3,treed,Mangini,Da Praia de seixos e 1a Ruina,TA_R_9
Ilha Rata,2018,4,17,Trachylepis atlantica,2,3,treed,Mangini,Da Praia de seixos e 1a Ruina,TA_R_10
Ilha Rata,2018,4,17,Trachylepis atlantica,4,3,treed,Vini,1a Ruinas e Farol ,TA_R_11
Ilha Rata,2018,4,17,Trachylepis atlantica,1,3,treed,Vini,1a Ruinas e Farol ,TA_R_12
Ilha Rata,2018,4,17,Trachylepis atlantica,2,3,treed,Vini,1a Ruinas e Farol ,TA_R_13
Ilha Rata,2018,4,17,Trachylepis atlantica,1,3,treed,Vini,1a Ruinas e Farol ,TA_R_14
Ilha Rata,2018,4,17,Trachylepis atlantica,4,3,treed,Vini,1a Ruinas e Farol ,TA_R_15
Ilha Rata,2018,4,17,Trachylepis atlantica,2,3,treed,Vini,1a Ruinas e Farol ,TA_R_16
Ilha Rata,2018,4,17,Trachylepis atlantica,1,3,treed,Vini,1a Ruinas e Farol ,TA_R_17
Ilha Rata,2018,4,17,Trachylepis atlantica,3,3,treed,Vini,1a Ruinas e Farol ,TA_R_18
Ilha Rata,2018,4,17,Trachylepis atlantica,2,3,treed,Vini,1a Ruinas e Farol ,TA_R_19
Ilha Rata,2018,4,17,Trachylepis atlantica,0,3,treed,Vini,1a Ruinas e Farol ,TA_R_20
Ilha Rata,2018,4,18,Trachylepis atlantica,2,3,treed,Mangini,Da Praia de seixos e 1a Ruina,TA_R_1
Ilha Rata,2018,4,18,Trachylepis atlantica,2,3,treed,Mangini,Da Praia de seixos e 1a Ruina,TA_R_2
Ilha Rata,2018,4,18,Trachylepis atlantica,4,3,treed,Mangini,Da Praia de seixos e 1a Ruina,TA_R_3
Ilha do Meio,2018,4,12,Trachylepis atlantica,5,3,treed,Vini,Trilha Area Arborizada,TA_M_21
Ilha do Meio,2018,4,12,Trachylepis atlantica,13,3,treed,Vini,Trilha Area Arborizada,TA_M_22
Ilha do Meio,2018,4,12,Trachylepis atlantica,6,3,treed,Vini,Trilha Area Arborizada,TA_M_23
Ilha do Meio,2018,4,12,Trachylepis atlantica,6,3,treed,Vini,Trilha Area Arborizada,TA_M_24
Ilha do Meio,2018,4,12,Trachylepis atlantica,7,3,treed,Vini,Trilha Area Arborizada,TA_M_25
Ilha do Meio,2018,4,12,Trachylepis atlantica,7,3,treed,Vini,Trilha Area Arborizada,TA_M_26
Ilha do Meio,2018,4,12,Trachylepis atlantica,8,3,treed,Vini,Trilha Area Arborizada,TA_M_27
Ilha do Meio,2018,4,12,Trachylepis atlantica,1,3,treed,Vini,Trilha Area Arborizada,TA_M_28
Ilha do Meio,2018,4,12,Trachylepis atlantica,8,3,treed,Vini,Trilha Area Arborizada,TA_M_29
Ilha do Meio,2018,4,12,Trachylepis atlantica,13,3,treed,Vini,Trilha Area Arborizada,TA_M_30
Ilha do Meio,2018,4,12,Trachylepis atlantica,4,3,bushy,Mangini,Trilha Area Arbustiva,TA_M_31
Ilha do Meio,2018,4,12,Trachylepis atlantica,3,3,bushy,Mangini,Trilha Area Arbustiva,TA_M_32
Ilha do Meio,2018,4,12,Trachylepis atlantica,4,3,bushy,Mangini,Trilha Area Arbustiva,TA_M_33
Ilha do Meio,2018,4,12,Trachylepis atlantica,4,3,bushy,Mangini,Trilha Area Arbustiva,TA_M_34
Ilha do Meio,2018,4,12,Trachylepis atlantica,0,3,bushy,Mangini,Trilha Area Arbustiva,TA_M_35
Ilha do Meio,2018,4,12,Trachylepis atlantica,3,3,bushy,Mangini,Trilha Area Arbustiva,TA_M_36
Ilha do Meio,2018,4,12,Trachylepis atlantica,3,3,bushy,Mangini,Trilha Area Arbustiva,TA_M_37
Ilha do Meio,2018,4,12,Trachylepis atlantica,5,3,bushy,Mangini,Trilha Area Arbustiva,TA_M_38
Ilha do Meio,2018,4,12,Trachylepis atlantica,3,3,bushy,Mangini,Trilha Area Arbustiva,TA_M_39
Ilha do Meio,2018,4,12,Trachylepis atlantica,5,3,bushy,Mangini,Trilha Area Arbustiva,TA_M_40
Ilha do Meio,2018,4,12,Trachylepis atlantica,0,3,open,Krul,Caracas Sul,TA_M_6
Ilha do Meio,2018,4,12,Trachylepis atlantica,0,3,open,Krul,Caracas Sul,TA_M_7
Ilha do Meio,2018,4,12,Trachylepis atlantica,0,3,open,Krul,Caracas Sul,TA_M_8
Ilha do Meio,2018,4,12,Trachylepis atlantica,0,3,open,Krul,Caracas Sul,TA_M_9
Ilha do Meio,2018,4,12,Trachylepis atlantica,0,3,open,Krul,Caracas Sul,TA_M_10
Ilha do Meio,2018,4,12,Trachylepis atlantica,0,3,open,Krul,Caracas Norte,TA_M_16
Ilha do Meio,2018,4,12,Trachylepis atlantica,1,3,open,Krul,Caracas Norte,TA_M_17
Ilha do Meio,2018,4,12,Trachylepis atlantica,0,3,open,Krul,Caracas Norte,TA_M_18
Ilha do Meio,2018,4,12,Trachylepis atlantica,0,3,open,Krul,Caracas Norte,TA_M_19
Ilha do Meio,2018,4,12,Trachylepis atlantica,0,3,open,Krul,Caracas Norte,TA_M_20
Ilha do Meio,2018,4,12,Trachylepis atlantica,0,3,open,Krul,Transecto sul-norte (aberto),TA_M_11
Ilha do Meio,2018,4,12,Trachylepis atlantica,0,3,open,Krul,Transecto sul-norte (aberto),TA_M_12
Ilha do Meio,2018,4,12,Trachylepis atlantica,4,3,open,Krul,Transecto sul-norte (aberto),TA_M_13
Ilha do Meio,2018,4,12,Trachylepis atlantica,0,3,open,Krul,Transecto sul-norte (aberto),TA_M_14
Ilha do Meio,2018,4,12,Trachylepis atlantica,0,3,open,Krul,Transecto sul-norte (aberto),TA_M_15
Ilha do Meio,2018,4,12,Trachylepis atlantica,1,3,semi-open,Krul,Face Sul da Ilha (trilha aberta pelo Pesquisador),TA_M_1
Ilha do Meio,2018,4,12,Trachylepis atlantica,0,3,semi-open,Krul,Face Sul da Ilha (trilha aberta pelo Pesquisador),TA_M_2
Ilha do Meio,2018,4,12,Trachylepis atlantica,0,3,semi-open,Krul,Face Sul da Ilha (trilha aberta pelo Pesquisador),TA_M_3
Ilha do Meio,2018,4,12,Trachylepis atlantica,0,3,semi-open,Krul,Face Sul da Ilha (trilha aberta pelo Pesquisador),TA_M_4
Ilha do Meio,2018,4,12,Trachylepis atlantica,0,3,semi-open,Krul,Face Sul da Ilha (trilha aberta pelo Pesquisador),TA_M_5
Ilha do Meio,2017,7,27,Elaenia ridleyana,2,50,treed,Krul,Trilha Area Arborizada,ER_M_1
Ilha do Meio,2017,7,27,Elaenia ridleyana,3,50,treed,Krul,Trilha Area Arborizada,ER_M_2
Ilha do Meio,2017,7,27,Elaenia ridleyana,2,50,treed,Krul,Trilha Area Arborizada,ER_M_3
Ilha do Meio,2017,7,27,Elaenia ridleyana,1,50,treed,Krul,Trilha Area Arborizada,ER_M_4
Ilha do Meio,2017,7,27,Elaenia ridleyana,2,50,treed,Krul,Trilha Area Arborizada,ER_M_5
Ilha do Meio,2017,7,27,Elaenia ridleyana,3,50,treed,Krul,Trilha Area Arborizada,ER_M_6
Ilha do Meio,2017,7,27,Elaenia ridleyana,2,50,treed,Krul,Trilha Area Arborizada,ER_M_7
Ilha do Meio,2017,7,27,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_M_8
Ilha do Meio,2017,7,28,Elaenia ridleyana,3,50,treed,Krul,Trilha Area Arborizada,ER_M_1
Ilha do Meio,2017,7,28,Elaenia ridleyana,1,50,treed,Krul,Trilha Area Arborizada,ER_M_2
Ilha do Meio,2017,7,28,Elaenia ridleyana,2,50,treed,Krul,Trilha Area Arborizada,ER_M_3
Ilha do Meio,2017,7,28,Elaenia ridleyana,2,50,treed,Krul,Trilha Area Arborizada,ER_M_4
Ilha do Meio,2017,7,28,Elaenia ridleyana,2,50,treed,Krul,Trilha Area Arborizada,ER_M_5
Ilha do Meio,2017,7,28,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_M_6
Ilha do Meio,2017,7,28,Elaenia ridleyana,2,50,treed,Krul,Trilha Area Arborizada,ER_M_7
Ilha do Meio,2017,7,28,Elaenia ridleyana,1,50,treed,Krul,Trilha Area Arborizada,ER_M_8
Ilha Rata,2017,8,2,Elaenia ridleyana,0,50,treed,Krul,Trilha Area Arborizada,ER_R_1
Ilha Rata,2017,8,2,Elaenia ridleyana,1,50,treed,Krul,Trilha Area Arborizada,ER_R_2
Ilha Rata,2017,8,2,Elaenia ridleyana,2,50,treed,Krul,Trilha Area Arborizada,ER_R_3
Ilha Rata,2017,8,2,Elaenia ridleyana,2,50,treed,Krul,Trilha Area Arborizada,ER_R_4
Ilha Rata,2017,8,2,Elaenia ridleyana,3,50,treed,Krul,Trilha Area Arborizada,ER_R_5
Ilha Rata,2017,8,2,Elaenia ridleyana,1,50,treed,Krul,Trilha Area Arborizada,ER_R_6
Ilha Rata,2017,8,2,Elaenia ridleyana,1,50,treed,Krul,Trilha Area Arborizada,ER_R_7
Ilha Rata,2017,8,2,Elaenia ridleyana,0,50,treed,Krul,Trilha Area Arborizada,ER_R_8
Ilha Rata,2017,8,3,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_R_1
Ilha Rata,2017,8,3,Elaenia ridleyana,5,50,treed,Krul,Trilha Area Arborizada,ER_R_2
Ilha Rata,2017,8,3,Elaenia ridleyana,5,50,treed,Krul,Trilha Area Arborizada,ER_R_3
Ilha Rata,2017,8,3,Elaenia ridleyana,6,50,treed,Krul,Trilha Area Arborizada,ER_R_4
Ilha Rata,2017,8,3,Elaenia ridleyana,5,50,treed,Krul,Trilha Area Arborizada,ER_R_5
Ilha Rata,2017,8,3,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_R_6
Ilha Rata,2017,8,3,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_R_7
Ilha Rata,2017,8,3,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_R_8
Ilha do Meio,2017,10,13,Elaenia ridleyana,6,50,treed,Krul,Trilha Area Arborizada,ER_M_1
Ilha do Meio,2017,10,13,Elaenia ridleyana,5,50,treed,Krul,Trilha Area Arborizada,ER_M_2
Ilha do Meio,2017,10,13,Elaenia ridleyana,5,50,treed,Krul,Trilha Area Arborizada,ER_M_3
Ilha do Meio,2017,10,13,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_M_4
Ilha do Meio,2017,10,13,Elaenia ridleyana,5,50,treed,Krul,Trilha Area Arborizada,ER_M_5
Ilha do Meio,2017,10,13,Elaenia ridleyana,5,50,treed,Krul,Trilha Area Arborizada,ER_M_6
Ilha do Meio,2017,10,13,Elaenia ridleyana,5,50,treed,Krul,Trilha Area Arborizada,ER_M_7
Ilha do Meio,2017,10,13,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_M_8
Ilha do Meio,2017,10,14,Elaenia ridleyana,3,50,treed,Krul,Trilha Area Arborizada,ER_M_1
Ilha do Meio,2017,10,14,Elaenia ridleyana,3,50,treed,Krul,Trilha Area Arborizada,ER_M_2
Ilha do Meio,2017,10,14,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_M_3
Ilha do Meio,2017,10,14,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_M_4
Ilha do Meio,2017,10,14,Elaenia ridleyana,3,50,treed,Krul,Trilha Area Arborizada,ER_M_5
Ilha do Meio,2017,10,14,Elaenia ridleyana,3,50,treed,Krul,Trilha Area Arborizada,ER_M_6
Ilha do Meio,2017,10,14,Elaenia ridleyana,2,50,treed,Krul,Trilha Area Arborizada,ER_M_7
Ilha do Meio,2017,10,14,Elaenia ridleyana,2,50,treed,Krul,Trilha Area Arborizada,ER_M_8
Ilha Rata,2017,10,19,Elaenia ridleyana,0,50,treed,Krul,Trilha Area Arborizada,ER_R_1
Ilha Rata,2017,10,19,Elaenia ridleyana,1,50,treed,Krul,Trilha Area Arborizada,ER_R_2
Ilha Rata,2017,10,19,Elaenia ridleyana,0,50,treed,Krul,Trilha Area Arborizada,ER_R_3
Ilha Rata,2017,10,19,Elaenia ridleyana,1,50,treed,Krul,Trilha Area Arborizada,ER_R_4
Ilha Rata,2017,10,19,Elaenia ridleyana,1,50,treed,Krul,Trilha Area Arborizada,ER_R_5
Ilha Rata,2017,10,19,Elaenia ridleyana,2,50,treed,Krul,Trilha Area Arborizada,ER_R_6
Ilha Rata,2017,10,19,Elaenia ridleyana,1,50,treed,Krul,Trilha Area Arborizada,ER_R_7
Ilha Rata,2017,10,19,Elaenia ridleyana,0,50,treed,Krul,Trilha Area Arborizada,ER_R_8
Ilha Rata,2017,10,20,Elaenia ridleyana,3,50,treed,Krul,Trilha Area Arborizada,ER_R_1
Ilha Rata,2017,10,20,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_R_2
Ilha Rata,2017,10,20,Elaenia ridleyana,5,50,treed,Krul,Trilha Area Arborizada,ER_R_3
Ilha Rata,2017,10,20,Elaenia ridleyana,3,50,treed,Krul,Trilha Area Arborizada,ER_R_4
Ilha Rata,2017,10,20,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_R_5
Ilha Rata,2017,10,20,Elaenia ridleyana,6,50,treed,Krul,Trilha Area Arborizada,ER_R_6
Ilha Rata,2017,10,20,Elaenia ridleyana,5,50,treed,Krul,Trilha Area Arborizada,ER_R_7
Ilha Rata,2017,10,20,Elaenia ridleyana,5,50,treed,Krul,Trilha Area Arborizada,ER_R_8
Ilha do Meio,2018,1,25,Elaenia ridleyana,3,50,treed,Krul,Trilha Area Arborizada,ER_M_1
Ilha do Meio,2018,1,25,Elaenia ridleyana,2,50,treed,Krul,Trilha Area Arborizada,ER_M_2
Ilha do Meio,2018,1,25,Elaenia ridleyana,1,50,treed,Krul,Trilha Area Arborizada,ER_M_3
Ilha do Meio,2018,1,25,Elaenia ridleyana,3,50,treed,Krul,Trilha Area Arborizada,ER_M_4
Ilha do Meio,2018,1,25,Elaenia ridleyana,2,50,treed,Krul,Trilha Area Arborizada,ER_M_5
Ilha do Meio,2018,1,25,Elaenia ridleyana,3,50,treed,Krul,Trilha Area Arborizada,ER_M_6
Ilha do Meio,2018,1,25,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_M_7
Ilha do Meio,2018,1,25,Elaenia ridleyana,3,50,treed,Krul,Trilha Area Arborizada,ER_M_8
Ilha do Meio,2018,1,29,Elaenia ridleyana,3,50,treed,Krul,Trilha Area Arborizada,ER_M_1
Ilha do Meio,2018,1,29,Elaenia ridleyana,2,50,treed,Krul,Trilha Area Arborizada,ER_M_2
Ilha do Meio,2018,1,29,Elaenia ridleyana,3,50,treed,Krul,Trilha Area Arborizada,ER_M_3
Ilha do Meio,2018,1,29,Elaenia ridleyana,1,50,treed,Krul,Trilha Area Arborizada,ER_M_4
Ilha do Meio,2018,1,29,Elaenia ridleyana,2,50,treed,Krul,Trilha Area Arborizada,ER_M_5
Ilha do Meio,2018,1,29,Elaenia ridleyana,2,50,treed,Krul,Trilha Area Arborizada,ER_M_6
Ilha do Meio,2018,1,29,Elaenia ridleyana,2,50,treed,Krul,Trilha Area Arborizada,ER_M_7
Ilha do Meio,2018,1,29,Elaenia ridleyana,2,50,treed,Krul,Trilha Area Arborizada,ER_M_8
Ilha Rata,2018,1,31,Elaenia ridleyana,1,50,treed,Krul,Trilha Area Arborizada,ER_R_1
Ilha Rata,2018,1,31,Elaenia ridleyana,1,50,treed,Krul,Trilha Area Arborizada,ER_R_2
Ilha Rata,2018,1,31,Elaenia ridleyana,1,50,treed,Krul,Trilha Area Arborizada,ER_R_3
Ilha Rata,2018,1,31,Elaenia ridleyana,1,50,treed,Krul,Trilha Area Arborizada,ER_R_4
Ilha Rata,2018,1,31,Elaenia ridleyana,2,50,treed,Krul,Trilha Area Arborizada,ER_R_5
Ilha Rata,2018,1,31,Elaenia ridleyana,1,50,treed,Krul,Trilha Area Arborizada,ER_R_6
Ilha Rata,2018,1,31,Elaenia ridleyana,1,50,treed,Krul,Trilha Area Arborizada,ER_R_7
Ilha Rata,2018,1,31,Elaenia ridleyana,1,50,treed,Krul,Trilha Area Arborizada,ER_R_8
Ilha Rata,2018,2,3,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_R_1
Ilha Rata,2018,2,3,Elaenia ridleyana,2,50,treed,Krul,Trilha Area Arborizada,ER_R_2
Ilha Rata,2018,2,3,Elaenia ridleyana,3,50,treed,Krul,Trilha Area Arborizada,ER_R_3
Ilha Rata,2018,2,3,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_R_4
Ilha Rata,2018,2,3,Elaenia ridleyana,3,50,treed,Krul,Trilha Area Arborizada,ER_R_5
Ilha Rata,2018,2,3,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_R_6
Ilha Rata,2018,2,3,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_R_7
Ilha Rata,2018,2,3,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_R_8
Ilha Rata,2018,4,17,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_R_1
Ilha Rata,2018,4,17,Elaenia ridleyana,3,50,treed,Krul,Trilha Area Arborizada,ER_R_2
Ilha Rata,2018,4,17,Elaenia ridleyana,2,50,treed,Krul,Trilha Area Arborizada,ER_R_3
Ilha Rata,2018,4,17,Elaenia ridleyana,2,50,treed,Krul,Trilha Area Arborizada,ER_R_4
Ilha Rata,2018,4,17,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_R_5
Ilha Rata,2018,4,17,Elaenia ridleyana,2,50,treed,Krul,Trilha Area Arborizada,ER_R_6
Ilha Rata,2018,4,17,Elaenia ridleyana,2,50,treed,Krul,Trilha Area Arborizada,ER_R_7
Ilha Rata,2018,4,17,Elaenia ridleyana,3,50,treed,Krul,Trilha Area Arborizada,ER_R_8
Ilha Rata,2018,4,18,Elaenia ridleyana,2,50,treed,Krul,Trilha Area Arborizada,ER_R_1
Ilha Rata,2018,4,18,Elaenia ridleyana,5,50,treed,Krul,Trilha Area Arborizada,ER_R_2
Ilha Rata,2018,4,18,Elaenia ridleyana,5,50,treed,Krul,Trilha Area Arborizada,ER_R_3
Ilha Rata,2018,4,18,Elaenia ridleyana,5,50,treed,Krul,Trilha Area Arborizada,ER_R_4
Ilha Rata,2018,4,18,Elaenia ridleyana,3,50,treed,Krul,Trilha Area Arborizada,ER_R_5
Ilha Rata,2018,4,18,Elaenia ridleyana,2,50,treed,Krul,Trilha Area Arborizada,ER_R_6
Ilha Rata,2018,4,18,Elaenia ridleyana,3,50,treed,Krul,Trilha Area Arborizada,ER_R_7
Ilha Rata,2018,4,18,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_R_8
Ilha do Meio,2018,4,12,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_M_1
Ilha do Meio,2018,4,12,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_M_2
Ilha do Meio,2018,4,12,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_M_3
Ilha do Meio,2018,4,12,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_M_4
Ilha do Meio,2018,4,12,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_M_5
Ilha do Meio,2018,4,12,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_M_6
Ilha do Meio,2018,4,12,Elaenia ridleyana,5,50,treed,Krul,Trilha Area Arborizada,ER_M_7
Ilha do Meio,2018,4,12,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_M_8
Ilha do Meio,2018,4,13,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_M_1
Ilha do Meio,2018,4,13,Elaenia ridleyana,3,50,treed,Krul,Trilha Area Arborizada,ER_M_2
Ilha do Meio,2018,4,13,Elaenia ridleyana,5,50,treed,Krul,Trilha Area Arborizada,ER_M_3
Ilha do Meio,2018,4,13,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_M_4
Ilha do Meio,2018,4,13,Elaenia ridleyana,3,50,treed,Krul,Trilha Area Arborizada,ER_M_5
Ilha do Meio,2018,4,13,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_M_6
Ilha do Meio,2018,4,13,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_M_7
Ilha do Meio,2018,4,13,Elaenia ridleyana,4,50,treed,Krul,Trilha Area Arborizada,ER_M_8
Ilha Rata,2017,8,4,Johngarthia lagostoma,0,5,open,Krul,Desembarque ate praia de seixos,JL_R_1
Ilha Rata,2017,8,4,Johngarthia lagostoma,0,5,semi-open,Krul,Desembarque ate praia de seixos,JL_R_2
Ilha Rata,2017,8,4,Johngarthia lagostoma,0,5,treed,Krul,Desembarque ate praia de seixos,JL_R_3
Ilha Rata,2017,8,4,Johngarthia lagostoma,3,5,semi-open,Krul,1a cisterna e ruinas,JL_R_4
Ilha Rata,2017,8,4,Johngarthia lagostoma,5,5,semi-open,Krul,1a cisterna e ruinas,JL_R_5
Ilha Rata,2017,8,4,Johngarthia lagostoma,7,5,treed,Krul,1a cisterna e ruinas,JL_R_6
Ilha Rata,2017,8,4,Johngarthia lagostoma,5,5,treed,Krul,1a cisterna e ruinas,JL_R_7
Ilha Rata,2017,8,4,Johngarthia lagostoma,2,5,treed,Krul,1a cisterna e ruinas,JL_R_8
Ilha Rata,2017,8,4,Johngarthia lagostoma,8,5,treed,Krul,1a cisterna e ruinas,JL_R_9
Ilha Rata,2017,8,4,Johngarthia lagostoma,0,5,treed,Krul,1a cisterna e ruinas,JL_R_10
Ilha Rata,2017,8,4,Johngarthia lagostoma,0,5,treed,Krul,Ultima ruina ate farol,JL_R_11
Ilha Rata,2017,8,4,Johngarthia lagostoma,1,5,treed,Krul,Ultima ruina ate farol,JL_R_12
Ilha Rata,2017,8,4,Johngarthia lagostoma,0,5,treed,Krul,Ultima ruina ate farol,JL_R_13
Ilha Rata,2017,8,4,Johngarthia lagostoma,0,5,treed,Krul,Ultima ruina ate farol,JL_R_14
Ilha Rata,2017,8,4,Johngarthia lagostoma,0,5,treed,Krul,Ultima ruina ate farol,JL_R_15
Ilha Rata,2017,8,4,Johngarthia lagostoma,0,5,treed,Krul,Ultima ruina ate farol,JL_R_16
