Island,Year,Month,Day,Species,Counts,Radius,Landscape,Observer,Original_Landscape,Site
Ilha do Meio,2017,8,8,Johngarthia lagostoma,0,5,open,Thayna,Aberto,JL_M_1
Ilha do Meio,2017,8,8,Johngarthia lagostoma,0,5,open,Thayna,Aberto,JL_M_2
Ilha do Meio,2017,8,8,Johngarthia lagostoma,2,5,open,Thayna,Aberto,JL_M_3
Ilha do Meio,2017,8,8,Johngarthia lagostoma,0,5,open,Thayna,Aberto,JL_M_4
Ilha do Meio,2017,8,8,Johngarthia lagostoma,2,5,open,Thayna,Aberto,JL_M_5
Ilha do Meio,2017,8,8,Johngarthia lagostoma,2,5,open,Thayna,Aberto,JL_M_6
Ilha do Meio,2017,8,8,Johngarthia lagostoma,2,5,open,Thayna,Aberto,JL_M_7
Ilha do Meio,2017,8,8,Johngarthia lagostoma,3,5,open,Thayna,Aberto,JL_M_8
Ilha do Meio,2017,8,8,Johngarthia lagostoma,7,5,open,Thayna,Aberto,JL_M_9
Ilha do Meio,2017,8,8,Johngarthia lagostoma,5,5,open,Thayna,Aberto,JL_M_10
Ilha do Meio,2017,8,8,Johngarthia lagostoma,6,5,treed,Thayna,Trilha Area Arborizada,JL_M_11
Ilha do Meio,2017,8,8,Johngarthia lagostoma,2,5,treed,Thayna,Trilha Area Arborizada,JL_M_12
Ilha do Meio,2017,8,8,Johngarthia lagostoma,12,5,treed,Thayna,Trilha Area Arborizada,JL_M_13
Ilha do Meio,2017,8,8,Johngarthia lagostoma,9,5,treed,Thayna,Trilha Area Arborizada,JL_M_14
Ilha do Meio,2017,8,8,Johngarthia lagostoma,5,5,treed,Thayna,Trilha Area Arborizada,JL_M_15
Ilha do Meio,2017,8,8,Johngarthia lagostoma,7,5,treed,Thayna,Trilha Area Arborizada,JL_M_16
Ilha do Meio,2017,8,8,Johngarthia lagostoma,8,5,treed,Thayna,Trilha Area Arborizada,JL_M_17
Ilha do Meio,2017,8,8,Johngarthia lagostoma,3,5,treed,Thayna,Trilha Area Arborizada,JL_M_18
Ilha do Meio,2017,8,4,Johngarthia lagostoma,0,5,open,Thayna,Aberto,JL_M_1
Ilha do Meio,2017,8,4,Johngarthia lagostoma,0,5,open,Thayna,Aberto,JL_M_2
Ilha do Meio,2017,8,4,Johngarthia lagostoma,10,5,open,Thayna,Aberto,JL_M_3
Ilha do Meio,2017,8,4,Johngarthia lagostoma,1,5,open,Thayna,Aberto,JL_M_4
Ilha do Meio,2017,8,4,Johngarthia lagostoma,0,5,open,Thayna,Aberto,JL_M_5
Ilha do Meio,2017,8,4,Johngarthia lagostoma,16,5,open,Thayna,Aberto,JL_M_6
Ilha do Meio,2017,8,4,Johngarthia lagostoma,7,5,open,Thayna,Aberto,JL_M_7
Ilha do Meio,2017,8,4,Johngarthia lagostoma,8,5,open,Thayna,Aberto,JL_M_8
Ilha do Meio,2017,8,4,Johngarthia lagostoma,0,5,open,Thayna,Aberto,JL_M_9
Ilha do Meio,2017,8,4,Johngarthia lagostoma,0,5,open,Thayna,Aberto,JL_M_10
Ilha do Meio,2017,10,15,Johngarthia lagostoma,0,5,bushy,Krul,Arbustivo - acampamento,JL_M_20
Ilha do Meio,2017,10,15,Johngarthia lagostoma,0,5,bushy,Krul,Arbustivo - acampamento,JL_M_21
Ilha do Meio,2017,10,15,Johngarthia lagostoma,2,5,bushy,Krul,Arbustivo - acampamento,JL_M_22
Ilha do Meio,2017,10,15,Johngarthia lagostoma,5,5,treed,Krul,Trilha Area Arborizada,JL_M_11
Ilha do Meio,2017,10,15,Johngarthia lagostoma,4,5,treed,Krul,Trilha Area Arborizada,JL_M_12
Ilha do Meio,2017,10,15,Johngarthia lagostoma,7,5,treed,Krul,Trilha Area Arborizada,JL_M_13
Ilha do Meio,2017,10,15,Johngarthia lagostoma,4,5,treed,Krul,Trilha Area Arborizada,JL_M_14
Ilha do Meio,2017,10,15,Johngarthia lagostoma,1,5,treed,Krul,Trilha Area Arborizada,JL_M_15
Ilha do Meio,2017,10,15,Johngarthia lagostoma,4,5,treed,Krul,Trilha Area Arborizada,JL_M_16
Ilha do Meio,2017,10,15,Johngarthia lagostoma,5,5,treed,Krul,Trilha Area Arborizada,JL_M_17
Ilha do Meio,2017,10,15,Johngarthia lagostoma,1,5,treed,Krul,Trilha Area Arborizada,JL_M_18
Ilha do Meio,2017,10,15,Johngarthia lagostoma,1,5,open,Krul,Topo-cactos,JL_M_23
Ilha do Meio,2017,10,15,Johngarthia lagostoma,1,5,open,Krul,Topo-cactos,JL_M_24
Ilha do Meio,2017,10,15,Johngarthia lagostoma,0,5,open,Krul,Topo-cactos,JL_M_25
Ilha do Meio,2017,10,15,Johngarthia lagostoma,0,5,open,Krul,Topo-cactos,JL_M_26
Ilha do Meio,2017,10,18,Johngarthia lagostoma,0,5,open,Krul,Topo-cactos,JL_M_23
Ilha do Meio,2017,10,18,Johngarthia lagostoma,0,5,open,Krul,Topo-cactos,JL_M_24
Ilha do Meio,2017,10,18,Johngarthia lagostoma,0,5,open,Krul,Topo-cactos,JL_M_25
Ilha do Meio,2017,10,18,Johngarthia lagostoma,0,5,open,Krul,Topo-cactos,JL_M_26
Ilha do Meio,2017,10,18,Johngarthia lagostoma,0,5,bushy,Krul,Arbustivo - acampamento,JL_M_20
Ilha do Meio,2017,10,18,Johngarthia lagostoma,0,5,bushy,Krul,Arbustivo - acampamento,JL_M_21
Ilha do Meio,2017,10,18,Johngarthia lagostoma,0,5,bushy,Krul,Arbustivo - acampamento,JL_M_22
Ilha do Meio,2017,10,18,Johngarthia lagostoma,1,5,treed,Krul,Trilha Area Arborizada,JL_M_11
Ilha do Meio,2017,10,18,Johngarthia lagostoma,0,5,treed,Krul,Trilha Area Arborizada,JL_M_12
Ilha do Meio,2017,10,18,Johngarthia lagostoma,1,5,treed,Krul,Trilha Area Arborizada,JL_M_13
Ilha do Meio,2017,10,18,Johngarthia lagostoma,1,5,treed,Krul,Trilha Area Arborizada,JL_M_14
Ilha do Meio,2017,10,18,Johngarthia lagostoma,4,5,treed,Krul,Trilha Area Arborizada,JL_M_15
Ilha do Meio,2017,10,18,Johngarthia lagostoma,0,5,treed,Krul,Trilha Area Arborizada,JL_M_16
Ilha do Meio,2017,10,18,Johngarthia lagostoma,1,5,treed,Krul,Trilha Area Arborizada,JL_M_17
Ilha Rata,2017,10,19,Johngarthia lagostoma,0,5,open,Mangini,Desembarque ate praia de seixos,JL_R_18
Ilha Rata,2017,10,19,Johngarthia lagostoma,0,5,semi-open,Mangini,Desembarque ate praia de seixos,JL_R_2
Ilha Rata,2017,10,19,Johngarthia lagostoma,0,5,treed,Mangini,Desembarque ate praia de seixos,JL_R_3
Ilha Rata,2017,10,19,Johngarthia lagostoma,0,5,semi-open,Mangini,1a cisterna e ruinas,JL_R_4
Ilha Rata,2017,10,19,Johngarthia lagostoma,0,5,semi-open,Mangini,1a cisterna e ruinas,JL_R_5
Ilha Rata,2017,10,19,Johngarthia lagostoma,0,5,treed,Mangini,1a cisterna e ruinas,JL_R_6
Ilha Rata,2017,10,19,Johngarthia lagostoma,0,5,treed,Mangini,1a cisterna e ruinas,JL_R_7
Ilha Rata,2017,10,19,Johngarthia lagostoma,0,5,treed,Mangini,1a cisterna e ruinas,JL_R_8
Ilha Rata,2017,10,19,Johngarthia lagostoma,3,5,treed,Mangini,1a cisterna e ruinas,JL_R_9
Ilha Rata,2017,10,19,Johngarthia lagostoma,6,5,treed,Mangini,1a cisterna e ruinas,JL_R_10
Ilha Rata,2017,10,19,Johngarthia lagostoma,3,5,treed,Mangini,Ultima ruina ate farol,JL_R_11
Ilha Rata,2017,10,19,Johngarthia lagostoma,1,5,treed,Mangini,Ultima ruina ate farol,JL_R_12
Ilha Rata,2017,10,19,Johngarthia lagostoma,0,5,treed,Mangini,Ultima ruina ate farol,JL_R_13
Ilha Rata,2017,10,20,Johngarthia lagostoma,4,5,open,Mangini,Desembarque ate praia de seixos,JL_R_1
Ilha Rata,2017,10,20,Johngarthia lagostoma,2,5,semi-open,Mangini,Desembarque ate praia de seixos,JL_R_2
Ilha Rata,2017,10,20,Johngarthia lagostoma,1,5,treed,Mangini,Desembarque ate praia de seixos,JL_R_3
Ilha Rata,2017,10,20,Johngarthia lagostoma,0,5,semi-open,Mangini,1a cisterna e ruinas,JL_R_4
Ilha Rata,2017,10,20,Johngarthia lagostoma,0,5,semi-open,Mangini,1a cisterna e ruinas,JL_R_5
Ilha Rata,2017,10,20,Johngarthia lagostoma,12,5,treed,Mangini,1a cisterna e ruinas,JL_R_6
Ilha Rata,2017,10,20,Johngarthia lagostoma,11,5,treed,Mangini,1a cisterna e ruinas,JL_R_7
Ilha Rata,2017,10,20,Johngarthia lagostoma,10,5,treed,Mangini,1a cisterna e ruinas,JL_R_8
Ilha Rata,2017,10,20,Johngarthia lagostoma,6,5,treed,Mangini,1a cisterna e ruinas,JL_R_9
Ilha Rata,2017,10,20,Johngarthia lagostoma,13,5,treed,Mangini,1a cisterna e ruinas,JL_R_10
Ilha Rata,2017,10,20,Johngarthia lagostoma,15,5,treed,Mangini,Ultima ruina ate farol,JL_R_11
Ilha Rata,2017,10,20,Johngarthia lagostoma,2,5,treed,Mangini,Ultima ruina ate farol,JL_R_12
Ilha Rata,2017,10,20,Johngarthia lagostoma,0,5,treed,Mangini,Ultima ruina ate farol,JL_R_13
Ilha Rata,2017,10,22,Johngarthia lagostoma,1,5,treed,Mangini,Ultima ruina ate farol,JL_R_14
Ilha Rata,2017,10,22,Johngarthia lagostoma,0,5,treed,Mangini,Ultima ruina ate farol,JL_R_15
Ilha Rata,2017,10,22,Johngarthia lagostoma,0,5,treed,Mangini,Ultima ruina ate farol,JL_R_16
Ilha Rata,2017,10,22,Johngarthia lagostoma,0,5,treed,Mangini,Ultima ruina ate farol,JL_R_17
Ilha Rata,2017,10,22,Johngarthia lagostoma,0,5,treed,Mangini,Ultima ruina ate farol,JL_R_18
Ilha do Meio,2018,1,26,Johngarthia lagostoma,0,5,open,Krul,Topo-cactos,JL_M_23
Ilha do Meio,2018,1,26,Johngarthia lagostoma,2,5,open,Krul,Topo-cactos,JL_M_24
Ilha do Meio,2018,1,26,Johngarthia lagostoma,8,5,treed,Krul,Trilha Area Arborizada,JL_M_11
Ilha do Meio,2018,1,26,Johngarthia lagostoma,16,5,treed,Krul,Trilha Area Arborizada,JL_M_12
Ilha do Meio,2018,1,26,Johngarthia lagostoma,12,5,treed,Krul,Trilha Area Arborizada,JL_M_13
Ilha do Meio,2018,1,26,Johngarthia lagostoma,12,5,treed,Krul,Trilha Area Arborizada,JL_M_14
Ilha do Meio,2018,1,26,Johngarthia lagostoma,7,5,treed,Krul,Trilha Area Arborizada,JL_M_15
Ilha do Meio,2018,1,26,Johngarthia lagostoma,7,5,treed,Krul,Trilha Area Arborizada,JL_M_16
Ilha do Meio,2018,1,26,Johngarthia lagostoma,10,5,treed,Krul,Trilha Area Arborizada,JL_M_17
Ilha do Meio,2018,1,26,Johngarthia lagostoma,9,5,treed,Krul,Trilha Area Arborizada,JL_M_18
Ilha do Meio,2018,1,28,Johngarthia lagostoma,1,5,open,Mangini,Topo-cactos,JL_M_23
Ilha do Meio,2018,1,28,Johngarthia lagostoma,1,5,open,Mangini,Topo-cactos,JL_M_24
Ilha do Meio,2018,1,28,Johngarthia lagostoma,0,5,open,Mangini,Topo-cactos,JL_M_25
Ilha do Meio,2018,1,28,Johngarthia lagostoma,0,5,open,Mangini,Topo-cactos,JL_M_26
Ilha do Meio,2018,1,28,Johngarthia lagostoma,2,5,bushy,Krul,Trilha Area Arbustiva,JL_M_27
Ilha do Meio,2018,1,28,Johngarthia lagostoma,1,5,bushy,Krul,Trilha Area Arbustiva,JL_M_28
Ilha do Meio,2018,1,28,Johngarthia lagostoma,1,5,bushy,Krul,Trilha Area Arbustiva,JL_M_29
Ilha do Meio,2018,1,28,Johngarthia lagostoma,0,5,bushy,Krul,Trilha Area Arbustiva,JL_M_30
Ilha do Meio,2018,1,28,Johngarthia lagostoma,2,5,bushy,Krul,Trilha Area Arbustiva,JL_M_31
Ilha do Meio,2018,1,28,Johngarthia lagostoma,0,5,bushy,Krul,Trilha Area Arbustiva,JL_M_32
Ilha do Meio,2018,1,28,Johngarthia lagostoma,0,5,bushy,Krul,Trilha Area Arbustiva,JL_M_33
Ilha do Meio,2018,1,28,Johngarthia lagostoma,0,5,bushy,Krul,Trilha Area Arbustiva,JL_M_34
Ilha do Meio,2018,1,28,Johngarthia lagostoma,3,5,open,Mangini,Aberto,JL_M_1
Ilha do Meio,2018,1,28,Johngarthia lagostoma,0,5,open,Mangini,Aberto,JL_M_2
Ilha do Meio,2018,1,28,Johngarthia lagostoma,2,5,open,Mangini,Aberto,JL_M_3
Ilha do Meio,2018,1,28,Johngarthia lagostoma,7,5,open,Mangini,Aberto,JL_M_4
Ilha do Meio,2018,1,28,Johngarthia lagostoma,3,5,open,Mangini,Aberto,JL_M_5
Ilha do Meio,2018,1,28,Johngarthia lagostoma,1,5,open,Mangini,Aberto,JL_M_6
Ilha do Meio,2018,1,28,Johngarthia lagostoma,1,5,open,Mangini,Aberto,JL_M_7
Ilha do Meio,2018,1,28,Johngarthia lagostoma,0,5,open,Mangini,Aberto,JL_M_8
Ilha do Meio,2018,1,28,Johngarthia lagostoma,0,5,open,Mangini,Aberto,JL_M_9
Ilha do Meio,2018,1,28,Johngarthia lagostoma,0,5,open,Mangini,Aberto,JL_M_10
Ilha do Meio,2018,1,28,Johngarthia lagostoma,6,5,treed,Mangini,Trilha Area Arborizada,JL_M_11
Ilha do Meio,2018,1,28,Johngarthia lagostoma,5,5,treed,Mangini,Trilha Area Arborizada,JL_M_12
Ilha do Meio,2018,1,28,Johngarthia lagostoma,6,5,treed,Mangini,Trilha Area Arborizada,JL_M_13
Ilha do Meio,2018,1,28,Johngarthia lagostoma,3,5,treed,Mangini,Trilha Area Arborizada,JL_M_14
Ilha do Meio,2018,1,28,Johngarthia lagostoma,2,5,treed,Mangini,Trilha Area Arborizada,JL_M_15
Ilha do Meio,2018,1,28,Johngarthia lagostoma,3,5,treed,Mangini,Trilha Area Arborizada,JL_M_16
Ilha do Meio,2018,1,28,Johngarthia lagostoma,4,5,treed,Mangini,Trilha Area Arborizada,JL_M_17
Ilha do Meio,2018,1,28,Johngarthia lagostoma,2,5,treed,Mangini,Trilha Area Arborizada,JL_M_18
Ilha Rata,2018,1,31,Johngarthia lagostoma,8,5,open,Mangini,Desembarque ate praia de seixos,JL_R_1
Ilha Rata,2018,1,31,Johngarthia lagostoma,5,5,semi-open,Mangini,Desembarque ate praia de seixos,JL_R_2
Ilha Rata,2018,1,31,Johngarthia lagostoma,2,5,treed,Mangini,Desembarque ate praia de seixos,JL_R_3
Ilha Rata,2018,1,31,Johngarthia lagostoma,19,5,semi-open,Mangini,1a cisterna e ruinas,JL_R_4
Ilha Rata,2018,1,31,Johngarthia lagostoma,1,5,semi-open,Mangini,1a cisterna e ruinas,JL_R_5
Ilha Rata,2018,1,31,Johngarthia lagostoma,2,5,treed,Mangini,1a cisterna e ruinas,JL_R_6
Ilha Rata,2018,1,31,Johngarthia lagostoma,1,5,treed,Mangini,1a cisterna e ruinas,JL_R_7
Ilha Rata,2018,1,31,Johngarthia lagostoma,2,5,treed,Mangini,1a cisterna e ruinas,JL_R_8
Ilha Rata,2018,1,31,Johngarthia lagostoma,1,5,treed,Mangini,1a cisterna e ruinas,JL_R_9
Ilha Rata,2018,1,31,Johngarthia lagostoma,4,5,treed,Mangini,1a cisterna e ruinas,JL_R_10
Ilha Rata,2018,1,31,Johngarthia lagostoma,0,5,treed,Mangini,Ultima ruina ate farol,JL_R_11
Ilha Rata,2018,1,31,Johngarthia lagostoma,0,5,treed,Mangini,Ultima ruina ate farol,JL_R_12
Ilha Rata,2018,1,31,Johngarthia lagostoma,4,5,treed,Mangini,Ultima ruina ate farol,JL_R_13
Ilha Rata,2018,1,31,Johngarthia lagostoma,1,5,treed,Mangini,Ultima ruina ate farol,JL_R_14
Ilha Rata,2018,1,31,Johngarthia lagostoma,0,5,treed,Mangini,Ultima ruina ate farol,JL_R_15
Ilha Rata,2018,1,31,Johngarthia lagostoma,0,5,treed,Mangini,Ultima ruina ate farol,JL_R_16
Ilha Rata,2018,1,31,Johngarthia lagostoma,0,5,treed,Mangini,Ultima ruina ate farol,JL_R_17
Ilha Rata,2018,1,31,Johngarthia lagostoma,0,5,treed,Mangini,Ultima ruina ate farol,JL_R_18
Ilha do Meio,2018,4,12,Johngarthia lagostoma,0,5,bushy,Mangini,Trilha Area Arbustiva,JL_M_27
Ilha do Meio,2018,4,12,Johngarthia lagostoma,0,5,bushy,Mangini,Trilha Area Arbustiva,JL_M_28
Ilha do Meio,2018,4,12,Johngarthia lagostoma,1,5,bushy,Mangini,Trilha Area Arbustiva,JL_M_29
Ilha do Meio,2018,4,12,Johngarthia lagostoma,0,5,bushy,Mangini,Trilha Area Arbustiva,JL_M_30
Ilha do Meio,2018,4,12,Johngarthia lagostoma,1,5,bushy,Mangini,Trilha Area Arbustiva,JL_M_31
Ilha do Meio,2018,4,12,Johngarthia lagostoma,6,5,bushy,Mangini,Trilha Area Arbustiva,JL_M_32
Ilha do Meio,2018,4,12,Johngarthia lagostoma,3,5,bushy,Mangini,Trilha Area Arbustiva,JL_M_33
Ilha do Meio,2018,4,12,Johngarthia lagostoma,5,5,bushy,Mangini,Trilha Area Arbustiva,JL_M_34
Ilha do Meio,2018,4,12,Johngarthia lagostoma,8,5,bushy,Mangini,Trilha Area Arbustiva,JL_M_35
Ilha do Meio,2018,4,12,Johngarthia lagostoma,5,5,bushy,Mangini,Trilha Area Arbustiva,JL_M_36
Ilha do Meio,2018,4,12,Johngarthia lagostoma,2,5,bushy,Mangini,Trilha Area Arbustiva,JL_M_37
Ilha do Meio,2018,4,12,Johngarthia lagostoma,5,5,bushy,Mangini,Trilha Area Arbustiva,JL_M_38
Ilha do Meio,2018,4,12,Johngarthia lagostoma,2,5,treed,Mangini,Trilha Area Arborizada,JL_M_11
Ilha do Meio,2018,4,12,Johngarthia lagostoma,13,5,treed,Mangini,Trilha Area Arborizada,JL_M_12
Ilha do Meio,2018,4,12,Johngarthia lagostoma,23,5,treed,Mangini,Trilha Area Arborizada,JL_M_13
Ilha do Meio,2018,4,12,Johngarthia lagostoma,20,5,treed,Mangini,Trilha Area Arborizada,JL_M_14
Ilha do Meio,2018,4,12,Johngarthia lagostoma,24,5,treed,Mangini,Trilha Area Arborizada,JL_M_15
Ilha do Meio,2018,4,12,Johngarthia lagostoma,37,5,treed,Mangini,Trilha Area Arborizada,JL_M_16
Ilha do Meio,2018,4,12,Johngarthia lagostoma,14,5,treed,Mangini,Trilha Area Arborizada,JL_M_17
Ilha do Meio,2018,4,12,Johngarthia lagostoma,22,5,treed,Mangini,Trilha Area Arborizada,JL_M_18
Ilha do Meio,2018,4,12,Johngarthia lagostoma,27,5,treed,Mangini,Trilha Area Arborizada,JL_M_19
Ilha do Meio,2018,4,12,Johngarthia lagostoma,0,5,open,Mangini,Aberto,JL_M_1
Ilha do Meio,2018,4,12,Johngarthia lagostoma,0,5,open,Mangini,Aberto,JL_M_2
Ilha do Meio,2018,4,12,Johngarthia lagostoma,0,5,open,Mangini,Aberto,JL_M_3
Ilha do Meio,2018,4,12,Johngarthia lagostoma,1,5,open,Mangini,Aberto,JL_M_4
Ilha do Meio,2018,4,12,Johngarthia lagostoma,1,5,open,Mangini,Aberto,JL_M_5
Ilha do Meio,2018,4,12,Johngarthia lagostoma,0,5,open,Mangini,Aberto,JL_M_6
Ilha do Meio,2018,4,12,Johngarthia lagostoma,0,5,open,Mangini,Aberto,JL_M_7
Ilha do Meio,2018,4,12,Johngarthia lagostoma,2,5,open,Mangini,Aberto,JL_M_8
Ilha do Meio,2018,4,12,Johngarthia lagostoma,1,5,open,Mangini,Aberto,JL_M_9
Ilha do Meio,2018,4,12,Johngarthia lagostoma,3,5,open,Mangini,Aberto,JL_M_10
Ilha Rata,2018,4,17,Johngarthia lagostoma,5,5,open,Mangini,Desembarque ate praia de seixos,JL_R_1
Ilha Rata,2018,4,17,Johngarthia lagostoma,8,5,semi-open,Mangini,Desembarque ate praia de seixos,JL_R_2
Ilha Rata,2018,4,17,Johngarthia lagostoma,4,5,treed,Mangini,Desembarque ate praia de seixos,JL_R_3
Ilha Rata,2018,4,17,Johngarthia lagostoma,14,5,semi-open,Mangini,1a cisterna e ruinas,JL_R_4
Ilha Rata,2018,4,17,Johngarthia lagostoma,9,5,semi-open,Mangini,1a cisterna e ruinas,JL_R_5
Ilha Rata,2018,4,17,Johngarthia lagostoma,22,5,treed,Mangini,1a cisterna e ruinas,JL_R_6
Ilha Rata,2018,4,17,Johngarthia lagostoma,8,5,treed,Mangini,1a cisterna e ruinas,JL_R_7
Ilha Rata,2018,4,17,Johngarthia lagostoma,14,5,treed,Mangini,1a cisterna e ruinas,JL_R_8
Ilha Rata,2018,4,17,Johngarthia lagostoma,6,5,treed,Mangini,1a cisterna e ruinas,JL_R_9
Ilha Rata,2018,4,17,Johngarthia lagostoma,21,5,treed,Mangini,1a cisterna e ruinas,JL_R_10
Ilha Rata,2018,4,17,Johngarthia lagostoma,4,5,treed,Mangini,Ultima ruina ate farol,JL_R_11
Ilha Rata,2018,4,17,Johngarthia lagostoma,2,5,treed,Mangini,Ultima ruina ate farol,JL_R_12
Ilha Rata,2018,4,17,Johngarthia lagostoma,0,5,treed,Mangini,Ultima ruina ate farol,JL_R_13
Ilha Rata,2018,4,17,Johngarthia lagostoma,3,5,treed,Mangini,Ultima ruina ate farol,JL_R_14
Ilha Rata,2018,4,17,Johngarthia lagostoma,0,5,treed,Mangini,Ultima ruina ate farol,JL_R_15
Ilha Rata,2018,4,17,Johngarthia lagostoma,0,5,treed,Mangini,Ultima ruina ate farol,JL_R_16
Ilha do Meio,2017,7,31,Sula dactylatra,94,239,open,Krul,breedingSite,SD_M_1
Ilha do Meio,2017,7,31,Sula dactylatra,38,239,open,Krul,breedingSite,SD_M_2
Ilha do Meio,2017,7,31,Sula dactylatra,33,239,open,Krul,breedingSite,SD_M_3
Ilha do Meio,2017,7,31,Sula dactylatra,24,239,open,Krul,breedingSite,SD_M_4
Ilha do Meio,2017,7,31,Sula dactylatra,47,239,open,Krul,breedingSite,SD_M_5
Ilha do Meio,2017,7,31,Sula dactylatra,23,239,open,Krul,breedingSite,SD_M_6
Ilha do Meio,2017,7,31,Sula dactylatra,0,239,open,Krul,breedingSite,SD_M_7
Ilha do Meio,2017,10,15,Sula dactylatra,39,239,open,Krul,breedingSite,SD_M_1
Ilha do Meio,2017,10,15,Sula dactylatra,56,239,open,Krul,breedingSite,SD_M_2
Ilha do Meio,2017,10,15,Sula dactylatra,54,239,open,Krul,breedingSite,SD_M_3
Ilha do Meio,2017,10,15,Sula dactylatra,32,239,open,Krul,breedingSite,SD_M_4
Ilha do Meio,2017,10,15,Sula dactylatra,60,239,open,Krul,breedingSite,SD_M_5
Ilha do Meio,2017,10,15,Sula dactylatra,27,239,open,Krul,breedingSite,SD_M_6
Ilha do Meio,2017,10,15,Sula dactylatra,0,239,open,Krul,breedingSite,SD_M_7
Ilha do Meio,2018,2,1,Sula dactylatra,100,239,open,Krul,breedingSite,SD_M_1
Ilha do Meio,2018,2,1,Sula dactylatra,90,239,open,Krul,breedingSite,SD_M_2
Ilha do Meio,2018,2,1,Sula dactylatra,27,239,open,Krul,breedingSite,SD_M_3
Ilha do Meio,2018,2,1,Sula dactylatra,79,239,open,Krul,breedingSite,SD_M_4
Ilha do Meio,2018,2,1,Sula dactylatra,83,239,open,Krul,breedingSite,SD_M_5
Ilha do Meio,2018,2,1,Sula dactylatra,41,239,open,Krul,breedingSite,SD_M_6
Ilha do Meio,2018,2,1,Sula dactylatra,0,239,open,Krul,breedingSite,SD_M_7
Ilha do Meio,2018,4,14,Sula dactylatra,69,239,open,Krul,breedingSite,SD_M_1
Ilha do Meio,2018,4,14,Sula dactylatra,67,239,open,Krul,breedingSite,SD_M_2
Ilha do Meio,2018,4,14,Sula dactylatra,37,239,open,Krul,breedingSite,SD_M_3
Ilha do Meio,2018,4,14,Sula dactylatra,88,239,open,Krul,breedingSite,SD_M_4
Ilha do Meio,2018,4,14,Sula dactylatra,147,239,open,Krul,breedingSite,SD_M_5
Ilha do Meio,2018,4,14,Sula dactylatra,52,239,open,Krul,breedingSite,SD_M_6
Ilha do Meio,2018,4,14,Sula dactylatra,65,239,open,Krul,breedingSite,SD_M_7
Ilha Rata,2017,8,1,Sula dactylatra,137,239,open,Krul,breedingSite,SD_R_1
Ilha Rata,2017,10,19,Sula dactylatra,59,239,open,Krul,breedingSite,SD_R_1
Ilha Rata,2018,1,31,Sula dactylatra,147,239,open,Krul,breedingSite,SD_R_1
Ilha Rata,2018,4,17,Sula dactylatra,251,239,open,Krul,breedingSite,SD_R_1
